client_id,number_contacts,month,day,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,year,last_contact_date
2995,11,may,17,21,0,False,False,2022,2022-05-17 00:00:00
2996,4,may,7,246,0,False,False,2022,2022-05-07 00:00:00
2997,2,may,4,141,0,False,False,2022,2022-05-04 00:00:00
2998,1,may,2,427,0,False,False,2022,2022-05-02 00:00:00
2999,5,may,10,97,0,False,False,2022,2022-05-10 00:00:00
3000,1,may,30,402,0,False,False,2022,2022-05-30 00:00:00
3001,2,may,6,252,0,False,False,2022,2022-05-06 00:00:00
3002,2,may,7,360,0,False,False,2022,2022-05-07 00:00:00
3003,2,may,14,852,0,False,False,2022,2022-05-14 00:00:00
3004,2,may,5,241,0,False,False,2022,2022-05-05 00:00:00
3005,4,may,28,133,0,False,False,2022,2022-05-28 00:00:00
3006,2,may,25,98,0,False,False,2022,2022-05-25 00:00:00
3007,2,may,31,574,0,False,False,2022,2022-05-31 00:00:00
3008,2,may,15,274,0,False,False,2022,2022-05-15 00:00:00
3009,2,may,9,154,0,False,False,2022,2022-05-09 00:00:00
3010,4,may,1,122,0,False,False,2022,2022-05-01 00:00:00
3011,4,may,19,166,0,False,False,2022,2022-05-19 00:00:00
3012,3,may,12,167,0,False,False,2022,2022-05-12 00:00:00
3013,7,may,30,91,0,False,False,2022,2022-05-30 00:00:00
3014,4,may,1,133,0,False,False,2022,2022-05-01 00:00:00
3015,2,may,8,594,0,False,False,2022,2022-05-08 00:00:00
3016,2,may,29,86,0,False,False,2022,2022-05-29 00:00:00
3017,3,may,17,166,0,False,False,2022,2022-05-17 00:00:00
3018,10,may,17,302,0,False,False,2022,2022-05-17 00:00:00
3019,4,may,3,303,0,False,False,2022,2022-05-03 00:00:00
3020,6,may,21,636,0,False,False,2022,2022-05-21 00:00:00
3021,5,may,12,341,0,False,False,2022,2022-05-12 00:00:00
3022,3,may,3,483,0,False,False,2022,2022-05-03 00:00:00
3023,2,may,8,234,0,False,False,2022,2022-05-08 00:00:00
3024,3,may,20,211,0,False,False,2022,2022-05-20 00:00:00
3025,2,may,9,738,0,False,False,2022,2022-05-09 00:00:00
3026,2,may,13,482,0,False,False,2022,2022-05-13 00:00:00
3027,2,may,30,238,0,False,False,2022,2022-05-30 00:00:00
3028,2,may,1,370,0,False,False,2022,2022-05-01 00:00:00
3029,2,may,28,76,0,False,False,2022,2022-05-28 00:00:00
3030,2,may,23,225,0,False,False,2022,2022-05-23 00:00:00
3031,2,may,16,256,0,False,False,2022,2022-05-16 00:00:00
3032,3,may,3,567,0,False,False,2022,2022-05-03 00:00:00
3033,3,may,21,147,0,False,False,2022,2022-05-21 00:00:00
3034,2,may,1,135,0,False,False,2022,2022-05-01 00:00:00
3035,2,may,24,582,0,False,False,2022,2022-05-24 00:00:00
3036,2,may,7,270,0,False,False,2022,2022-05-07 00:00:00
3037,4,may,27,52,0,False,False,2022,2022-05-27 00:00:00
3038,2,may,18,260,0,False,False,2022,2022-05-18 00:00:00
3039,2,may,23,254,0,False,False,2022,2022-05-23 00:00:00
3040,2,may,4,1118,0,False,False,2022,2022-05-04 00:00:00
3041,9,may,22,76,0,False,False,2022,2022-05-22 00:00:00
3042,3,may,1,79,0,False,False,2022,2022-05-01 00:00:00
3043,2,may,16,837,0,False,False,2022,2022-05-16 00:00:00
3044,5,may,8,208,0,False,False,2022,2022-05-08 00:00:00
3045,7,may,1,245,0,False,False,2022,2022-05-01 00:00:00
3046,4,may,15,187,0,False,False,2022,2022-05-15 00:00:00
3047,3,may,23,1423,0,False,True,2022,2022-05-23 00:00:00
3048,2,may,20,271,0,False,False,2022,2022-05-20 00:00:00
3049,5,may,7,166,0,False,False,2022,2022-05-07 00:00:00
3050,4,may,14,256,0,False,False,2022,2022-05-14 00:00:00
3051,7,may,30,173,0,False,False,2022,2022-05-30 00:00:00
3052,3,may,1,367,0,False,False,2022,2022-05-01 00:00:00
3053,4,may,8,227,0,False,False,2022,2022-05-08 00:00:00
3054,4,may,11,276,0,False,False,2022,2022-05-11 00:00:00
3055,2,may,4,349,0,False,False,2022,2022-05-04 00:00:00
3056,2,may,5,856,0,False,False,2022,2022-05-05 00:00:00
3057,2,may,8,278,0,False,False,2022,2022-05-08 00:00:00
3058,3,may,16,143,0,False,False,2022,2022-05-16 00:00:00
3059,2,may,9,249,0,False,False,2022,2022-05-09 00:00:00
3060,3,may,25,37,0,False,False,2022,2022-05-25 00:00:00
3061,3,may,10,260,0,False,False,2022,2022-05-10 00:00:00
3062,7,may,23,323,0,False,False,2022,2022-05-23 00:00:00
3063,3,may,27,187,0,False,False,2022,2022-05-27 00:00:00
3064,3,may,14,364,0,False,False,2022,2022-05-14 00:00:00
3065,2,may,12,211,0,False,False,2022,2022-05-12 00:00:00
3066,2,may,23,266,0,False,False,2022,2022-05-23 00:00:00
3067,2,may,16,806,0,False,False,2022,2022-05-16 00:00:00
3068,2,may,20,159,0,False,False,2022,2022-05-20 00:00:00
3069,2,may,30,318,0,False,False,2022,2022-05-30 00:00:00
3070,3,may,2,104,0,False,False,2022,2022-05-02 00:00:00
3071,3,may,6,747,0,False,False,2022,2022-05-06 00:00:00
3072,4,may,6,95,0,False,False,2022,2022-05-06 00:00:00
3073,2,may,23,176,0,False,False,2022,2022-05-23 00:00:00
3074,2,may,10,179,0,False,False,2022,2022-05-10 00:00:00
3075,5,may,7,319,0,False,False,2022,2022-05-07 00:00:00
3076,2,may,20,114,0,False,False,2022,2022-05-20 00:00:00
3077,5,may,2,170,0,False,False,2022,2022-05-02 00:00:00
3078,5,may,25,311,0,False,False,2022,2022-05-25 00:00:00
3079,3,may,21,362,0,False,False,2022,2022-05-21 00:00:00
3080,4,may,19,86,0,False,False,2022,2022-05-19 00:00:00
3081,2,may,25,90,0,False,False,2022,2022-05-25 00:00:00
3082,3,may,10,44,0,False,False,2022,2022-05-10 00:00:00
3083,3,may,10,1013,0,False,False,2022,2022-05-10 00:00:00
3084,7,may,12,76,0,False,False,2022,2022-05-12 00:00:00
3085,3,may,16,90,0,False,False,2022,2022-05-16 00:00:00
3086,6,may,20,155,0,False,False,2022,2022-05-20 00:00:00
3087,5,may,15,468,0,False,False,2022,2022-05-15 00:00:00
3088,2,may,5,226,0,False,False,2022,2022-05-05 00:00:00
3089,2,may,28,349,0,False,False,2022,2022-05-28 00:00:00
3090,3,may,12,646,0,False,True,2022,2022-05-12 00:00:00
3091,3,may,27,148,0,False,False,2022,2022-05-27 00:00:00
3092,3,may,2,517,0,False,False,2022,2022-05-02 00:00:00
3093,1,may,26,243,0,False,False,2022,2022-05-26 00:00:00
3094,2,may,31,391,0,False,False,2022,2022-05-31 00:00:00
3095,1,may,6,204,0,False,False,2022,2022-05-06 00:00:00
3096,4,may,30,236,0,False,False,2022,2022-05-30 00:00:00
3097,1,may,6,112,0,False,False,2022,2022-05-06 00:00:00
3098,4,may,28,125,0,False,False,2022,2022-05-28 00:00:00
3099,1,may,22,360,0,False,False,2022,2022-05-22 00:00:00
3100,6,may,23,312,0,False,False,2022,2022-05-23 00:00:00
3101,1,may,7,366,0,False,False,2022,2022-05-07 00:00:00
3102,1,may,29,70,0,False,False,2022,2022-05-29 00:00:00
3103,1,may,22,230,0,False,False,2022,2022-05-22 00:00:00
3104,1,may,12,135,0,False,False,2022,2022-05-12 00:00:00
3105,3,may,1,12,0,False,False,2022,2022-05-01 00:00:00
3106,1,may,5,65,0,False,False,2022,2022-05-05 00:00:00
3107,1,may,8,420,0,False,False,2022,2022-05-08 00:00:00
3108,1,may,15,259,0,False,False,2022,2022-05-15 00:00:00
3109,1,may,15,192,0,False,False,2022,2022-05-15 00:00:00
3110,1,may,8,189,0,False,False,2022,2022-05-08 00:00:00
3111,1,may,10,263,0,False,False,2022,2022-05-10 00:00:00
3112,7,may,7,415,0,False,False,2022,2022-05-07 00:00:00
3113,1,may,8,746,0,False,True,2022,2022-05-08 00:00:00
3114,1,may,18,260,0,False,False,2022,2022-05-18 00:00:00
3115,1,may,7,71,0,False,False,2022,2022-05-07 00:00:00
3116,1,may,26,735,0,False,False,2022,2022-05-26 00:00:00
3117,5,may,29,183,0,False,False,2022,2022-05-29 00:00:00
3118,1,may,20,75,0,False,False,2022,2022-05-20 00:00:00
3119,1,may,23,87,0,False,False,2022,2022-05-23 00:00:00
3120,1,may,21,62,0,False,False,2022,2022-05-21 00:00:00
3121,2,may,27,139,0,False,False,2022,2022-05-27 00:00:00
3122,1,may,12,150,0,False,False,2022,2022-05-12 00:00:00
3123,1,may,31,244,0,False,False,2022,2022-05-31 00:00:00
3124,2,may,28,367,0,False,False,2022,2022-05-28 00:00:00
3125,1,may,15,325,0,False,False,2022,2022-05-15 00:00:00
3126,1,may,2,183,0,False,False,2022,2022-05-02 00:00:00
3127,11,may,16,552,0,False,False,2022,2022-05-16 00:00:00
3128,1,may,20,121,0,False,False,2022,2022-05-20 00:00:00
3129,1,may,20,27,0,False,False,2022,2022-05-20 00:00:00
3130,1,may,24,157,0,False,False,2022,2022-05-24 00:00:00
3131,1,may,7,203,0,False,False,2022,2022-05-07 00:00:00
3132,1,may,15,104,0,False,False,2022,2022-05-15 00:00:00
3133,1,may,2,153,0,False,False,2022,2022-05-02 00:00:00
3134,2,may,28,182,0,False,False,2022,2022-05-28 00:00:00
3135,1,may,9,55,0,False,False,2022,2022-05-09 00:00:00
3136,2,may,6,644,0,False,False,2022,2022-05-06 00:00:00
3137,1,may,13,305,0,False,False,2022,2022-05-13 00:00:00
3138,1,may,17,140,0,False,False,2022,2022-05-17 00:00:00
3139,2,may,22,180,0,False,False,2022,2022-05-22 00:00:00
3140,1,may,18,173,0,False,False,2022,2022-05-18 00:00:00
3141,1,may,19,374,0,False,False,2022,2022-05-19 00:00:00
3142,1,may,11,240,0,False,False,2022,2022-05-11 00:00:00
3143,6,may,8,558,0,False,False,2022,2022-05-08 00:00:00
3144,2,may,7,1088,0,False,False,2022,2022-05-07 00:00:00
3145,1,may,25,219,0,False,False,2022,2022-05-25 00:00:00
3146,1,may,2,41,0,False,False,2022,2022-05-02 00:00:00
3147,1,may,29,436,0,False,False,2022,2022-05-29 00:00:00
3148,1,may,4,463,0,False,False,2022,2022-05-04 00:00:00
3149,1,may,25,265,0,False,False,2022,2022-05-25 00:00:00
3150,1,may,25,234,0,False,False,2022,2022-05-25 00:00:00
3151,1,may,4,113,0,False,False,2022,2022-05-04 00:00:00
3152,1,may,12,200,0,False,False,2022,2022-05-12 00:00:00
3153,1,may,15,158,0,False,False,2022,2022-05-15 00:00:00
3154,1,may,17,34,0,False,False,2022,2022-05-17 00:00:00
3155,1,may,11,160,0,False,False,2022,2022-05-11 00:00:00
3156,3,may,14,504,0,False,False,2022,2022-05-14 00:00:00
3157,1,may,9,206,0,False,False,2022,2022-05-09 00:00:00
3158,1,may,7,36,0,False,False,2022,2022-05-07 00:00:00
3159,2,may,31,139,0,False,False,2022,2022-05-31 00:00:00
3160,1,may,30,303,0,False,False,2022,2022-05-30 00:00:00
3161,1,may,12,109,0,False,False,2022,2022-05-12 00:00:00
3162,1,may,2,90,0,False,False,2022,2022-05-02 00:00:00
3163,1,may,2,134,0,False,False,2022,2022-05-02 00:00:00
3164,1,may,22,257,0,False,False,2022,2022-05-22 00:00:00
3165,2,may,30,241,0,False,False,2022,2022-05-30 00:00:00
3166,1,may,12,94,0,False,False,2022,2022-05-12 00:00:00
3167,10,may,23,171,0,False,False,2022,2022-05-23 00:00:00
3168,1,may,12,178,0,False,False,2022,2022-05-12 00:00:00
3169,2,may,24,285,0,False,False,2022,2022-05-24 00:00:00
3170,4,may,3,326,0,False,False,2022,2022-05-03 00:00:00
3171,2,may,31,451,0,False,False,2022,2022-05-31 00:00:00
3172,1,may,4,347,0,False,False,2022,2022-05-04 00:00:00
3173,1,may,2,116,0,False,False,2022,2022-05-02 00:00:00
3174,1,may,18,1074,0,False,True,2022,2022-05-18 00:00:00
3175,1,may,1,191,0,False,False,2022,2022-05-01 00:00:00
3176,1,may,17,77,0,False,False,2022,2022-05-17 00:00:00
3177,1,may,5,1036,0,False,False,2022,2022-05-05 00:00:00
3178,1,may,16,303,0,False,False,2022,2022-05-16 00:00:00
3179,1,may,7,80,0,False,False,2022,2022-05-07 00:00:00
3180,1,may,11,322,0,False,False,2022,2022-05-11 00:00:00
3181,1,may,31,111,0,False,False,2022,2022-05-31 00:00:00
3182,2,may,14,750,0,False,False,2022,2022-05-14 00:00:00
3183,1,may,10,695,0,False,True,2022,2022-05-10 00:00:00
3184,1,may,25,435,0,False,False,2022,2022-05-25 00:00:00
3185,1,may,11,397,0,False,False,2022,2022-05-11 00:00:00
3186,3,may,22,95,0,False,False,2022,2022-05-22 00:00:00
3187,2,may,19,208,0,False,False,2022,2022-05-19 00:00:00
3188,1,may,26,163,0,False,False,2022,2022-05-26 00:00:00
3189,5,may,8,168,0,False,False,2022,2022-05-08 00:00:00
3190,3,may,13,161,0,False,False,2022,2022-05-13 00:00:00
3191,1,may,16,1000,0,False,False,2022,2022-05-16 00:00:00
3192,1,may,4,112,0,False,False,2022,2022-05-04 00:00:00
3193,2,may,18,599,0,False,False,2022,2022-05-18 00:00:00
3194,1,may,9,30,0,False,False,2022,2022-05-09 00:00:00
3195,1,may,10,165,0,False,False,2022,2022-05-10 00:00:00
3196,1,may,13,55,0,False,False,2022,2022-05-13 00:00:00
3197,1,may,15,231,0,False,False,2022,2022-05-15 00:00:00
3198,1,may,30,191,0,False,False,2022,2022-05-30 00:00:00
3199,1,may,22,127,0,False,False,2022,2022-05-22 00:00:00
3200,1,may,4,75,0,False,False,2022,2022-05-04 00:00:00
3201,1,may,6,106,0,False,False,2022,2022-05-06 00:00:00
3202,3,may,24,202,0,False,False,2022,2022-05-24 00:00:00
3203,3,may,7,1257,0,False,True,2022,2022-05-07 00:00:00
3204,1,may,10,221,0,False,False,2022,2022-05-10 00:00:00
3205,1,may,27,285,0,False,False,2022,2022-05-27 00:00:00
3206,1,may,21,106,0,False,False,2022,2022-05-21 00:00:00
3207,1,may,12,93,0,False,False,2022,2022-05-12 00:00:00
3208,2,may,17,71,0,False,False,2022,2022-05-17 00:00:00
3209,3,may,10,290,0,False,False,2022,2022-05-10 00:00:00
3210,1,may,11,1165,0,False,False,2022,2022-05-11 00:00:00
3211,1,may,23,164,0,False,False,2022,2022-05-23 00:00:00
3212,1,may,31,207,0,False,False,2022,2022-05-31 00:00:00
3213,2,may,20,295,0,False,False,2022,2022-05-20 00:00:00
3214,1,may,4,187,0,False,False,2022,2022-05-04 00:00:00
3215,1,may,9,106,0,False,False,2022,2022-05-09 00:00:00
3216,1,may,22,219,0,False,False,2022,2022-05-22 00:00:00
3217,1,may,19,236,0,False,False,2022,2022-05-19 00:00:00
3218,1,may,2,139,0,False,False,2022,2022-05-02 00:00:00
3219,23,may,12,651,0,False,True,2022,2022-05-12 00:00:00
3220,1,may,5,124,0,False,False,2022,2022-05-05 00:00:00
3221,4,may,27,145,0,False,False,2022,2022-05-27 00:00:00
3222,1,may,17,120,0,False,False,2022,2022-05-17 00:00:00
3223,1,may,29,734,0,False,True,2022,2022-05-29 00:00:00
3224,2,may,24,291,0,False,False,2022,2022-05-24 00:00:00
3225,1,may,8,101,0,False,False,2022,2022-05-08 00:00:00
3226,3,may,28,417,0,False,False,2022,2022-05-28 00:00:00
3227,4,may,12,191,0,False,False,2022,2022-05-12 00:00:00
3228,1,may,1,131,0,False,False,2022,2022-05-01 00:00:00
3229,1,may,13,97,0,False,False,2022,2022-05-13 00:00:00
3230,2,may,15,221,0,False,False,2022,2022-05-15 00:00:00
3231,1,may,13,229,0,False,False,2022,2022-05-13 00:00:00
3232,1,may,27,104,0,False,False,2022,2022-05-27 00:00:00
3233,1,may,22,122,0,False,False,2022,2022-05-22 00:00:00
3234,1,may,5,72,0,False,False,2022,2022-05-05 00:00:00
3235,1,may,29,186,0,False,False,2022,2022-05-29 00:00:00
3236,1,may,2,23,0,False,False,2022,2022-05-02 00:00:00
3237,1,may,7,402,0,False,False,2022,2022-05-07 00:00:00
3238,1,may,17,37,0,False,False,2022,2022-05-17 00:00:00
3239,5,may,4,68,0,False,False,2022,2022-05-04 00:00:00
3240,1,may,13,182,0,False,False,2022,2022-05-13 00:00:00
3241,1,may,29,587,0,False,False,2022,2022-05-29 00:00:00
3242,1,may,20,348,0,False,False,2022,2022-05-20 00:00:00
3243,2,may,25,51,0,False,False,2022,2022-05-25 00:00:00
3244,13,may,13,176,0,False,False,2022,2022-05-13 00:00:00
3245,2,may,28,144,0,False,False,2022,2022-05-28 00:00:00
3246,3,may,5,297,0,False,False,2022,2022-05-05 00:00:00
3247,2,may,28,203,0,False,False,2022,2022-05-28 00:00:00
3248,2,may,16,57,0,False,False,2022,2022-05-16 00:00:00
3249,3,may,1,334,0,False,False,2022,2022-05-01 00:00:00
3250,2,may,14,217,0,False,False,2022,2022-05-14 00:00:00
3251,1,may,4,74,0,False,False,2022,2022-05-04 00:00:00
3252,2,may,6,464,0,False,False,2022,2022-05-06 00:00:00
3253,7,may,1,738,0,False,False,2022,2022-05-01 00:00:00
3254,1,may,12,126,0,False,False,2022,2022-05-12 00:00:00
3255,2,may,19,452,0,False,False,2022,2022-05-19 00:00:00
3256,4,may,11,203,0,False,False,2022,2022-05-11 00:00:00
3257,7,may,9,230,0,False,False,2022,2022-05-09 00:00:00
3258,4,may,29,187,0,False,False,2022,2022-05-29 00:00:00
3259,2,may,27,920,0,False,True,2022,2022-05-27 00:00:00
3260,1,may,17,136,0,False,False,2022,2022-05-17 00:00:00
3261,3,may,22,1244,0,False,False,2022,2022-05-22 00:00:00
3262,1,may,11,80,0,False,False,2022,2022-05-11 00:00:00
3263,1,may,18,431,0,False,False,2022,2022-05-18 00:00:00
3264,1,may,15,500,0,False,True,2022,2022-05-15 00:00:00
3265,1,may,21,301,0,False,False,2022,2022-05-21 00:00:00
3266,3,may,31,115,0,False,False,2022,2022-05-31 00:00:00
3267,1,may,30,30,0,False,False,2022,2022-05-30 00:00:00
3268,1,may,16,133,0,False,False,2022,2022-05-16 00:00:00
3269,1,may,1,270,0,False,False,2022,2022-05-01 00:00:00
3270,2,may,12,218,0,False,False,2022,2022-05-12 00:00:00
3271,1,may,15,355,0,False,False,2022,2022-05-15 00:00:00
3272,2,may,27,215,0,False,False,2022,2022-05-27 00:00:00
3273,1,may,2,299,0,False,False,2022,2022-05-02 00:00:00
3274,1,may,1,160,0,False,False,2022,2022-05-01 00:00:00
3275,4,may,2,172,0,False,False,2022,2022-05-02 00:00:00
3276,1,may,2,49,0,False,False,2022,2022-05-02 00:00:00
3277,1,may,8,117,0,False,False,2022,2022-05-08 00:00:00
3278,1,may,30,155,0,False,False,2022,2022-05-30 00:00:00
3279,1,may,23,477,0,False,False,2022,2022-05-23 00:00:00
3280,1,may,11,99,0,False,False,2022,2022-05-11 00:00:00
3281,1,may,5,188,0,False,False,2022,2022-05-05 00:00:00
3282,3,may,7,200,0,False,False,2022,2022-05-07 00:00:00
3283,2,may,9,187,0,False,False,2022,2022-05-09 00:00:00
3284,3,may,18,236,0,False,False,2022,2022-05-18 00:00:00
3285,7,may,2,50,0,False,False,2022,2022-05-02 00:00:00
3286,2,may,7,104,0,False,False,2022,2022-05-07 00:00:00
3287,10,may,8,51,0,False,False,2022,2022-05-08 00:00:00
3288,5,may,6,51,0,False,False,2022,2022-05-06 00:00:00
3289,3,may,11,140,0,False,False,2022,2022-05-11 00:00:00
3290,4,may,3,221,0,False,False,2022,2022-05-03 00:00:00
3291,2,may,20,98,0,False,False,2022,2022-05-20 00:00:00
3292,2,may,21,253,0,False,False,2022,2022-05-21 00:00:00
3293,1,may,16,71,0,False,False,2022,2022-05-16 00:00:00
3294,2,may,12,127,0,False,False,2022,2022-05-12 00:00:00
3295,2,may,23,74,0,False,False,2022,2022-05-23 00:00:00
3296,4,may,26,126,0,False,False,2022,2022-05-26 00:00:00
3297,1,may,27,122,0,False,False,2022,2022-05-27 00:00:00
3298,2,may,5,173,0,False,False,2022,2022-05-05 00:00:00
3299,1,may,15,918,0,False,False,2022,2022-05-15 00:00:00
3300,2,may,21,544,0,False,False,2022,2022-05-21 00:00:00
3301,2,may,1,309,0,False,False,2022,2022-05-01 00:00:00
3302,2,may,22,138,0,False,False,2022,2022-05-22 00:00:00
3303,1,may,13,73,0,False,False,2022,2022-05-13 00:00:00
3304,2,may,13,71,0,False,False,2022,2022-05-13 00:00:00
3305,5,may,12,193,0,False,False,2022,2022-05-12 00:00:00
3306,3,may,2,198,0,False,False,2022,2022-05-02 00:00:00
3307,4,may,29,243,0,False,False,2022,2022-05-29 00:00:00
3308,2,may,23,57,0,False,False,2022,2022-05-23 00:00:00
3309,1,may,17,49,0,False,False,2022,2022-05-17 00:00:00
3310,1,may,13,105,0,False,False,2022,2022-05-13 00:00:00
3311,1,may,10,719,0,False,False,2022,2022-05-10 00:00:00
3312,1,may,30,98,0,False,False,2022,2022-05-30 00:00:00
3313,2,may,23,196,0,False,False,2022,2022-05-23 00:00:00
3314,1,may,21,243,0,False,False,2022,2022-05-21 00:00:00
3315,2,may,2,344,0,False,False,2022,2022-05-02 00:00:00
3316,1,may,19,135,0,False,False,2022,2022-05-19 00:00:00
3317,1,may,21,597,0,False,False,2022,2022-05-21 00:00:00
3318,1,may,23,168,0,False,False,2022,2022-05-23 00:00:00
3319,9,may,21,43,0,False,False,2022,2022-05-21 00:00:00
3320,1,may,3,525,0,False,False,2022,2022-05-03 00:00:00
3321,6,may,2,122,0,False,False,2022,2022-05-02 00:00:00
3322,2,may,16,152,0,False,False,2022,2022-05-16 00:00:00
3323,2,may,15,111,0,False,False,2022,2022-05-15 00:00:00
3324,2,may,20,133,0,False,False,2022,2022-05-20 00:00:00
3325,5,may,21,504,0,False,False,2022,2022-05-21 00:00:00
3326,3,may,21,192,0,False,False,2022,2022-05-21 00:00:00
3327,2,may,1,164,0,False,False,2022,2022-05-01 00:00:00
3328,1,may,13,51,0,False,False,2022,2022-05-13 00:00:00
3329,1,may,3,178,0,False,False,2022,2022-05-03 00:00:00
3330,2,may,9,99,0,False,False,2022,2022-05-09 00:00:00
3331,1,may,24,224,0,False,False,2022,2022-05-24 00:00:00
3332,3,may,30,236,0,False,False,2022,2022-05-30 00:00:00
3333,1,may,17,815,0,False,False,2022,2022-05-17 00:00:00
3334,1,may,10,282,0,False,False,2022,2022-05-10 00:00:00
3335,1,may,31,134,0,False,False,2022,2022-05-31 00:00:00
3336,1,may,1,318,0,False,False,2022,2022-05-01 00:00:00
3337,1,may,15,118,0,False,False,2022,2022-05-15 00:00:00
3338,2,may,14,911,0,False,True,2022,2022-05-14 00:00:00
3339,1,may,4,238,0,False,False,2022,2022-05-04 00:00:00
3340,1,may,17,225,0,False,False,2022,2022-05-17 00:00:00
3341,3,may,23,490,0,False,False,2022,2022-05-23 00:00:00
3342,1,may,27,89,0,False,False,2022,2022-05-27 00:00:00
3343,1,may,2,199,0,False,False,2022,2022-05-02 00:00:00
3344,1,may,8,644,0,False,False,2022,2022-05-08 00:00:00
3345,2,may,13,286,0,False,False,2022,2022-05-13 00:00:00
3346,3,may,27,76,0,False,False,2022,2022-05-27 00:00:00
3347,2,may,28,176,0,False,False,2022,2022-05-28 00:00:00
3348,3,may,1,422,0,False,False,2022,2022-05-01 00:00:00
3349,3,may,5,22,0,False,False,2022,2022-05-05 00:00:00
3350,4,may,31,71,0,False,False,2022,2022-05-31 00:00:00
3351,3,may,21,465,0,False,False,2022,2022-05-21 00:00:00
3352,3,may,13,83,0,False,False,2022,2022-05-13 00:00:00
3353,2,may,5,973,0,False,False,2022,2022-05-05 00:00:00
3354,1,may,21,56,0,False,False,2022,2022-05-21 00:00:00
3355,2,may,6,190,0,False,False,2022,2022-05-06 00:00:00
3356,1,may,20,323,0,False,False,2022,2022-05-20 00:00:00
3357,1,may,11,113,0,False,False,2022,2022-05-11 00:00:00
3358,1,may,4,228,0,False,False,2022,2022-05-04 00:00:00
3359,1,may,3,110,0,False,False,2022,2022-05-03 00:00:00
3360,14,may,4,84,0,False,False,2022,2022-05-04 00:00:00
3361,1,may,15,59,0,False,False,2022,2022-05-15 00:00:00
3362,2,may,17,294,0,False,False,2022,2022-05-17 00:00:00
3363,5,may,16,21,0,False,False,2022,2022-05-16 00:00:00
3364,3,may,5,210,0,False,False,2022,2022-05-05 00:00:00
3365,1,may,4,144,0,False,False,2022,2022-05-04 00:00:00
3366,1,may,20,251,0,False,False,2022,2022-05-20 00:00:00
3367,1,may,13,444,0,False,False,2022,2022-05-13 00:00:00
3368,2,may,28,237,0,False,False,2022,2022-05-28 00:00:00
3369,1,may,4,399,0,False,False,2022,2022-05-04 00:00:00
3370,22,may,15,132,0,False,False,2022,2022-05-15 00:00:00
3371,10,may,26,334,0,False,False,2022,2022-05-26 00:00:00
3372,4,may,28,387,0,False,False,2022,2022-05-28 00:00:00
3373,2,may,30,344,0,False,False,2022,2022-05-30 00:00:00
3374,9,may,1,279,0,False,False,2022,2022-05-01 00:00:00
3375,8,may,13,484,0,False,False,2022,2022-05-13 00:00:00
3376,1,may,10,95,0,False,False,2022,2022-05-10 00:00:00
3377,1,may,30,461,0,False,False,2022,2022-05-30 00:00:00
3378,2,may,15,30,0,False,False,2022,2022-05-15 00:00:00
3379,1,may,12,561,0,False,False,2022,2022-05-12 00:00:00
3380,2,may,13,468,0,False,False,2022,2022-05-13 00:00:00
3381,2,may,9,920,0,False,True,2022,2022-05-09 00:00:00
3382,2,may,28,388,0,False,False,2022,2022-05-28 00:00:00
3383,4,may,30,100,0,False,False,2022,2022-05-30 00:00:00
3384,2,may,27,1224,0,False,True,2022,2022-05-27 00:00:00
3385,1,may,15,589,0,False,False,2022,2022-05-15 00:00:00
3386,1,may,5,160,0,False,False,2022,2022-05-05 00:00:00
3387,2,may,12,438,0,False,False,2022,2022-05-12 00:00:00
3388,1,may,17,69,0,False,False,2022,2022-05-17 00:00:00
3389,2,may,20,964,0,False,False,2022,2022-05-20 00:00:00
3390,4,may,30,384,0,False,False,2022,2022-05-30 00:00:00
3391,1,may,19,103,0,False,False,2022,2022-05-19 00:00:00
3392,1,may,24,52,0,False,False,2022,2022-05-24 00:00:00
3393,2,may,16,205,0,False,False,2022,2022-05-16 00:00:00
3394,2,may,27,486,0,False,False,2022,2022-05-27 00:00:00
3395,2,may,12,1156,0,False,True,2022,2022-05-12 00:00:00
3396,2,may,2,73,0,False,False,2022,2022-05-02 00:00:00
3397,5,may,12,523,0,False,False,2022,2022-05-12 00:00:00
3398,5,may,19,157,0,False,False,2022,2022-05-19 00:00:00
3399,5,may,16,186,0,False,False,2022,2022-05-16 00:00:00
3400,5,may,3,73,0,False,False,2022,2022-05-03 00:00:00
3401,3,may,20,544,0,False,False,2022,2022-05-20 00:00:00
3402,2,may,4,194,0,False,False,2022,2022-05-04 00:00:00
3403,4,may,6,420,0,False,False,2022,2022-05-06 00:00:00
3404,2,may,21,584,0,False,False,2022,2022-05-21 00:00:00
3405,3,may,29,192,0,False,False,2022,2022-05-29 00:00:00
3406,2,may,30,155,0,False,False,2022,2022-05-30 00:00:00
3407,2,may,15,1231,0,False,False,2022,2022-05-15 00:00:00
3408,4,may,16,619,0,False,False,2022,2022-05-16 00:00:00
3409,3,may,12,298,0,False,False,2022,2022-05-12 00:00:00
3410,2,may,16,515,0,False,False,2022,2022-05-16 00:00:00
3411,6,may,22,21,0,False,False,2022,2022-05-22 00:00:00
3412,7,may,16,404,0,False,False,2022,2022-05-16 00:00:00
3413,23,may,3,241,0,False,False,2022,2022-05-03 00:00:00
3414,1,may,6,302,0,False,False,2022,2022-05-06 00:00:00
3415,2,may,11,440,0,False,False,2022,2022-05-11 00:00:00
3416,2,may,27,172,0,False,False,2022,2022-05-27 00:00:00
